,M
36324,0.08189311
36325,0.07410782
36326,0.06739241
36327,0.088951744
36328,0.12931766
36329,0.1532115
36330,0.15702619
36331,0.14407526
36332,0.15520301
36333,0.18198404
36334,0.2035896
36335,0.21488374
36336,0.20212181
36337,0.16484344
36338,0.13057858
36339,0.108654425
36340,0.08944659
36341,0.07973928
36342,0.0597689
36343,0.02995388
36344,0.004217718
36345,-0.0144790895
36346,-0.02245227
36347,-0.03398302
36348,-0.057541333
36349,-0.085657485
36350,-0.101116434
36351,-0.085709944
36352,-0.055225004
36353,-0.037701238
36354,-0.050587613
36355,-0.08502575
36356,-0.10089307
36357,-0.08662837
36358,-0.05367976
36359,-0.03332206
36360,-0.05591468
36361,-0.09394943
36362,-0.10677936
36363,-0.0681645
36364,0.0071369302
36365,0.049192544
36366,0.04113411
36367,0.0050363475
36368,-0.02636551
36369,-0.007138834
36370,0.0379056
36371,0.08305938
36372,0.08966848
36373,0.042837717
36374,0.012049659
36375,0.013239857
36376,0.062231667
36377,0.12114403
36378,0.12341633
36379,0.087736934
36380,0.03503273
36381,0.028412512
36382,0.07096006
36383,0.11290918
36384,0.12537579
36385,0.077091165
36386,-0.0052489494
36387,-0.07587326
36388,-0.08337226
36389,-0.05166916
36390,-0.039520267
36391,-0.063392
36392,-0.11358956
36393,-0.14176941
36394,-0.12925473
36395,-0.07623784
36396,-0.032953322
36397,-0.02771618
36398,-0.040058274
36399,-0.062152106
36400,-0.058487866
36401,-0.02271545
36402,0.026888818
36403,0.030040458
36404,-0.016126256
36405,-0.057891604
36406,-0.076575704
36407,-0.05502108
36408,-0.03770051
36409,-0.04917947
36410,-0.09006805
36411,-0.121117614
36412,-0.10805514
36413,-0.07543398
36414,-0.043450728
36415,-0.04635111
36416,-0.06364079
36417,-0.063055046
36418,-0.02953895
36419,0.023884814
36420,0.06271862
36421,0.05259951
36422,0.015243617
36423,0.0026351102
36424,0.0016591181
36425,0.003581595
36426,-0.020105857
36427,-0.062268417
36428,-0.09117804
36429,-0.09863684
36430,-0.07526386
36431,-0.06588317
36432,-0.082193024
36433,-0.08796641
36434,-0.10018383
36435,-0.09712186
36436,-0.071308084
36437,-0.04637708
36438,-0.012766259
36439,-0.0039733923
36440,-0.0011667529
36441,-0.010463801
36442,-0.030121814
36443,-0.04014401
36444,-0.044340134
36445,-0.026713181
36446,-0.02010372
36447,-0.019601563
36448,-0.04092487
36449,-0.068797156
36450,-0.057921253
36451,-0.021791322
36452,0.022091085
36453,0.04541161
36454,0.031244347
36455,0.0053884434
36456,0.014136804
36457,0.067772105
36458,0.1312433
36459,0.16223906
36460,0.14654265
36461,0.09913032
36462,0.061978336
36463,0.04028194
36464,0.05451702
36465,0.07665931
36466,0.05347953
36467,0.014424687
36468,-0.019797962
36469,-0.03398302
36470,-0.026419118
36471,0.020966886
36472,0.05564443
36473,0.074648544
36474,0.09758872
36475,0.08553881
36476,0.078308895
36477,0.076371364
36478,0.07946642
36479,0.086971834
36480,0.09289982
36481,0.077001356
36482,0.054406926
36483,0.039741144
36484,-0.0036004279
36485,-0.039700784
36486,-0.07188681
36487,-0.09765697
36488,-0.08772629
36489,-0.057614107
36490,-0.030663673
36491,-0.03360519
36492,-0.060676992
36493,-0.08394445
36494,-0.076700665
36495,-0.024563067
36496,0.029341545
36497,0.051880326
36498,0.03883565
36499,-0.0016714461
36500,-0.02179797
36501,-0.026911993
36502,-0.018354626
36503,0.0056168227
36504,0.020569064
36505,0.03701775
36506,0.04572484
36507,0.040733624
36508,0.036296874
36509,0.030387834
36510,0.040842794
36511,0.065411404
36512,0.059938844
36513,0.049378235
36514,0.050962407
36515,0.049281567
36516,0.067517765
36517,0.08136259
36518,0.05598834
36519,0.01838045
36520,-0.0026640638
36521,0.00474489
36522,0.026959296
36523,0.029434793
36524,0.007146855
36525,-0.011674187
36526,-0.0042455853
36527,0.025240084
36528,0.055025537
36529,0.037895564
36530,-0.012225449
36531,-0.053717993
36532,-0.07805723
36533,-0.06813881
36534,-0.052500516
36535,-0.06137282
36536,-0.075708844
36537,-0.076628216
36538,-0.069914356
36539,-0.06106119
36540,-0.048459485
36541,-0.032427665
36542,-0.020668777
36543,0.00954397
36544,0.047503445
36545,0.05188778
36546,0.03422819
36547,0.012158426
36548,-0.0031789334
36549,-0.017976236
36550,-0.016141007
36551,-0.01646194
36552,-0.044298954
36553,-0.06291255
36554,-0.06473632
36555,-0.059230495
36556,-0.047396857
36557,-0.029589415
36558,-0.00080708537
36559,0.01255064
36560,0.005559698
36561,0.0057903873
36562,-0.0026870265
36563,-0.0036531761
36564,0.011102508
36565,0.037841123
36566,0.0405445
36567,0.018849866
36568,0.005902481
36569,-0.023094697
36570,-0.014017297
36571,0.017249782
36572,0.025142299
36573,-0.00073915767
36574,-0.03927204
36575,-0.041148778
36576,-0.025499076
36577,-0.0058337115
36578,-0.0066449665
36579,-0.042795643
36580,-0.085355096
36581,-0.07480392
36582,-0.032248702
36583,0.0031675084
36584,0.015701573
36585,-0.016301053
36586,-0.04950522
36587,-0.05393231
36588,-0.018755028
36589,0.009094621
36590,-0.0043127034
36591,-0.03270617
36592,-0.05341786
36593,-0.032926798
36594,-0.001250751
36595,0.016208317
36596,0.027046638
36597,0.015680768
36598,0.01853107
36599,0.042374335
36600,0.07005123
36601,0.09935323
36602,0.093387224
36603,0.06651057
36604,0.04932976
36605,0.041045986
36606,0.039122954
36607,0.027954405
36608,0.0025773125
36609,-0.013262307
36610,-0.036104646
36611,-0.059980292
36612,-0.07114566
36613,-0.07675229
36614,-0.05392362
36615,-0.03906351
36616,-0.026775632
36617,-0.008481647
36618,0.003580152
36619,0.030513834
36620,0.05399356
36621,0.069759876
36622,0.07569103
36623,0.06251103
36624,0.04040111
36625,0.024375014
36626,0.02104063
36627,0.018708622
36628,-0.0084511
36629,-0.052029505
36630,-0.0791612
36631,-0.06237245
36632,-0.026832674
36633,-0.020155778
36634,-0.03171899
36635,-0.03669871
36636,-0.018519413
36637,0.024647037
36638,0.06821656
36639,0.056425493
36640,0.01006554
36641,-0.02163414
36642,-0.028282396
36643,0.014572571
36644,0.0662975
36645,0.08103221
36646,0.05210517
36647,0.01817433
36648,0.02889323
36649,0.055278882
36650,0.056956045
36651,0.027662855
36652,-0.0024593319
36653,0.0013400696
36654,0.04067911
36655,0.07168328
36656,0.058702793
36657,0.023072045
36658,-0.019352963
36659,-0.03853537
36660,-0.021461967
36661,-0.010763258
36662,-0.01960063
36663,-0.018239563
36664,-0.02515685
36665,-0.015353919
36666,0.020363746
36667,0.016256148
36668,0.007913286
36669,-0.012038004
36670,-0.016135767
36671,-0.0025150888
36672,0.005120817
36673,0.021834025
36674,0.0019626985
36675,-0.0008582264
36676,0.0030985982
36677,0.00854991
36678,0.011845494
36679,0.0029439551
36680,-0.00095110934
36681,-0.017791057
36682,-0.02445785
36683,-0.0293569
36684,-0.029582527
36685,-0.036764525
36686,-0.041717276
36687,-0.05273314
36688,-0.04901462
36689,-0.0372472
36690,-0.028341051
36691,0.011191891
36692,0.005442301
36693,-0.027236236
36694,-0.051596075
36695,-0.07495321
36696,-0.073909864
36697,-0.045957677
36698,-0.025146509
36699,-0.029106075
36700,-0.040413868
36701,-0.03599315
36702,-0.026064763
36703,-0.016045459
36704,0.022380892
36705,0.027683895
36706,0.027650913
36707,0.041252337
36708,0.04149943
36709,0.046833765
36710,0.03480766
36711,0.032207232
36712,0.023075845
36713,0.023756666
36714,0.04546796
36715,0.046973594
36716,0.060807865
36717,0.051753495
36718,0.024330845
36719,0.018590067
36720,-4.647185e-06
36721,0.0070175575
36722,0.028246626
36723,0.0345257
36724,0.018979847
36725,-0.014873779
36726,-0.04381869
36727,-0.08578609
36728,-0.077586934
36729,-0.045944106
36730,-0.042642836
36731,-0.04037596
36732,-0.052488245
36733,-0.059854615
36734,-0.058942787
36735,-0.06058561
36736,-0.070513286
36737,-0.09102257
36738,-0.07799042
36739,-0.039256256
36740,-0.008749191
36741,0.028937979
36742,0.031210043
36743,-0.0070110755
36744,-0.029344982
36745,-0.034770347
36746,-0.01730755
36747,0.01864222
36748,0.025523162
36749,0.018156277
36750,0.00071548374
36751,-0.014444143
36752,-0.0043225563
36753,-0.011984185
36754,0.0032642586
36755,0.008305339
36756,0.00043970073
36757,0.015851961
36758,-0.0049841697
36759,-0.018606018
36760,-0.012859915
36761,-0.016775876
36762,-0.003241506
36763,0.027921245
36764,0.043227937
36765,0.04614975
36766,0.05844881
36767,0.07201846
36768,0.061219156
36769,0.06483168
36770,0.057663158
36771,0.019162517
36772,0.027922012
36773,0.033065435
36774,0.029269706
36775,0.025528142
36776,0.0027606476
36777,0.0008541348
36778,0.013731898
36779,0.03002382
36780,0.035200868
36781,0.025234677
36782,0.008396582
36783,-0.01328501
36784,-0.014611369
36785,-0.0031606192
36786,-0.019771677
36787,-0.035104442
36788,-0.04528381
36789,-0.042511556
36790,-0.010802263
36791,0.0010353382
36792,-0.01712987
36793,-0.04713168
36794,-0.04150806
36795,-0.016264997
36796,0.004256842
36797,0.031624496
36798,0.02190513
36799,0.0076057115
36800,0.019395713
36801,0.03471183
36802,0.040914796
36803,0.017487999
36804,-0.014625911
36805,-0.04056448
36806,-0.036738977
36807,0.0007882285
36808,0.02390368
36809,0.02828048
36810,0.022382688
36811,0.018310333
36812,0.026556961
36813,0.034939043
36814,0.027530106
36815,2.8475237e-05
36816,-0.020654924
36817,-0.0066609737
36818,0.024181014
36819,0.053243827
36820,0.062083006
36821,0.038816992
36822,0.030729694
36823,0.017452626
36824,0.006717771
36825,0.024597863
36826,0.0022577469
36827,-0.027736032
36828,-0.036367677
36829,-0.05196086
36830,-0.058673304
36831,-0.064616576
36832,-0.07645746
36833,-0.0879219
36834,-0.092266686
36835,-0.08073803
36836,-0.08494986
36837,-0.068205535
36838,-0.026424915
36839,-0.013734547
36840,0.003988872
36841,-0.018071042
36842,-0.043052092
36843,-0.030734101
36844,-0.024609443
36845,0.0063650566
36846,0.034159668
36847,0.04445486
36848,0.035864197
36849,0.039969407
36850,0.06671214
36851,0.075231336
36852,0.07748385
36853,0.06805985
36854,0.038386
36855,0.046423588
36856,0.07917786
36857,0.086038604
36858,0.09700413
36859,0.06732234
36860,0.055867687
36861,0.07110224
36862,0.049590953
36863,0.043251194
36864,0.003201645
36865,-0.042602055
36866,-0.06243266
36867,-0.056345493
36868,-0.02883407
36869,-0.038149063
36870,-0.07124277
36871,-0.11848044
36872,-0.14631897
36873,-0.13199165
36874,-0.09954913
36875,-0.08705319
36876,-0.097446166
36877,-0.110597454
36878,-0.11258981
36879,-0.09028432
36880,-0.06407182
36881,-0.044518083
36882,-0.05424401
36883,-0.06837475
36884,-0.054176163
36885,-0.005542052
36886,0.040980462
36887,0.04731124
36888,0.044530425
36889,0.026275542
36890,0.034031436
36891,0.05859806
36892,0.07176137
36893,0.07062911
36894,0.033121526
36895,0.018055849
36896,0.019844817
36897,0.033183422
36898,0.055554412
36899,0.05233913
36900,0.033177298
36901,0.015002913
36902,0.02642432
36903,0.049138244
36904,0.0453379
36905,0.022377148
36906,-0.0052936585
36907,-0.0067626718
36908,0.024437558
36909,0.05082009
36910,0.06944979
36911,0.054939978
36912,0.015504892
36913,0.009102127
36914,0.019616172
36915,0.042241782
36916,0.06451263
36917,0.0370858
36918,-0.00011135616
36919,-0.011116178
36920,-0.008630748
36921,0.007141237
36922,0.017605534
36923,0.021363018
36924,0.017984267
36925,0.023266308
36926,0.03267987
36927,0.035674684
36928,0.040330954
36929,0.01818207
36930,-0.006860452
36931,-0.013523679
36932,-0.008364592
36933,0.0066171153
36934,0.0043461206
36935,-0.016804239
36936,-0.041299663
36937,-0.06254832
36938,-0.046868034
36939,-0.02179961
36940,-0.013771638
36941,-0.00071935944
36942,-0.021816118
36943,-0.039921243
36944,-0.0395953
36945,-0.03970488
36946,-0.024879605
36947,-0.036018528
36948,-0.047050923
36949,-0.05112979
36950,-0.058548838
36951,-0.039022096
36952,-0.041976634
36953,-0.04378734
36954,-0.034268346
36955,-0.04026932
36956,-0.0141448565
36957,-0.00510018
36958,0.010117923
36959,0.01921028
36960,-0.009135136
36961,-0.011528889
36962,-0.014548096
36963,0.024865806
36964,0.052889142
36965,0.020473804
36966,0.020174492
36967,0.00812664
36968,-0.0026367593
36969,0.023546742
36970,0.004372439
36971,-0.014119873
36972,-0.030042477
36973,-0.06395818
36974,-0.04560916
36975,-0.032045696
36976,-0.033623353
36977,-0.049853735
36978,-0.07578306
36979,-0.06868954
36980,-0.055044636
36981,-0.02530089
36982,-0.012491494
36983,-0.028429598
36984,-0.008794941
36985,0.02122235
36986,0.033982273
36987,0.047542974
36988,0.039123606
36989,0.02136694
36990,0.029889835
36991,0.059250496
36992,0.087165326
36993,0.096729025
36994,0.06747404
36995,0.013160213
36996,0.0028924227
36997,0.0419649
36998,0.074698165
36999,0.088117786
37000,0.06739889
37001,0.013830818
37002,0.0027704295
37003,0.021435404
37004,0.01516139
37005,0.010408342
37006,-0.004030453
37007,-0.033785127
37008,-0.03581653
37009,-0.031317413
37010,-0.05116785
37011,-0.08218958
37012,-0.1281994
37013,-0.1482456
37014,-0.11401642
37015,-0.07939249
37016,-0.06324695
37017,-0.078482784
37018,-0.104445584
37019,-0.09812844
37020,-0.071770936
37021,-0.02872964
37022,-0.009541052
37023,0.0004293978
37024,0.013410354
37025,0.016918112
37026,0.040096447
37027,0.051849406
37028,0.062780604
37029,0.0628791
37030,0.05456229
37031,0.0589281
37032,0.07192675
37033,0.091308594
37034,0.104159966
37035,0.115287706
37036,0.10606992
37037,0.090544365
37038,0.06526479
37039,0.056568883
37040,0.06805081
37041,0.06525873
37042,0.060399123
37043,0.030249868
37044,0.002911745
37045,0.0026768504
37046,0.016725115
37047,0.022839319
37048,0.0010535326
37049,-0.010813287
37050,-0.015977677
37051,-0.0035117965
37052,0.026053818
37053,0.034924895
37054,0.033051353
37055,0.016657252
37056,0.019298686
37057,0.046605922
37058,0.07012977
37059,0.083321474
37060,0.07036078
37061,0.05191916
37062,0.048515495
37063,0.055416778
37064,0.07207372
37065,0.077335134
37066,0.0650014
37067,0.058366403
37068,0.042340267
37069,0.04658441
37070,0.05931863
37071,0.054029983
37072,0.050723065
37073,0.026222887
37074,0.008801848
37075,0.004288917
37076,-0.0042066397
37077,-0.012736949
37078,-0.030682439
37079,-0.04445596
37080,-0.046420105
37081,-0.04989519
37082,-0.05864383
37083,-0.079509966
37084,-0.10586513
37085,-0.11375495
37086,-0.104914434
37087,-0.07892227
37088,-0.05981629
37089,-0.06606335
37090,-0.081139974
37091,-0.09827533
37092,-0.08583211
37093,-0.06325632
37094,-0.072733276
37095,-0.08456737
37096,-0.09538855
37097,-0.097002015
37098,-0.06418998
37099,-0.035686515
37100,-0.028104726
37101,-0.017898638
37102,-0.022528363
37103,-0.011508184
37104,0.012796604
37105,0.028619396
37106,0.040355936
37107,0.025453601
37108,0.03708729
37109,0.056042038
37110,0.08517951
37111,0.090621196
37112,0.037858944
37113,-0.0009848899
37114,-0.055891383
37115,-0.072112754
37116,-0.022805342
37117,0.010955114
37118,0.013261457
37119,-0.020330789
37120,-0.07763587
37121,-0.09592267
37122,-0.065070294
37123,-0.035766296
37124,-0.03121252
37125,-0.047442246
37126,-0.06535964
37127,-0.05415002
37128,-0.018731466
37129,0.008055981
37130,-0.0036856188
37131,-0.027357638
37132,-0.019904675
37133,-0.0117821125
37134,0.023460178
37135,0.04952788
37136,0.037460625
37137,0.021789037
37138,-0.0051814457
37139,-0.010084689
37140,-0.0074287597
37141,-0.0041604824
37142,0.0031037964
37143,0.008370958
37144,0.009457738
37145,-0.0084799705
37146,-0.02369912
37147,-0.026578216
37148,-0.025645927
37149,-0.018205428
37150,-0.021889433
37151,-0.029013192
37152,-0.03205977
37153,-0.02808309
37154,-0.027356854
37155,-0.048072696
37156,-0.047489893
37157,-0.050003555
37158,-0.03672549
37159,0.013701407
37160,0.03212246
37161,0.04406834
37162,0.04295154
37163,0.017034542
37164,0.023202611
37165,0.031023292
37166,0.050003767
37167,0.07340365
37168,0.06692671
37169,0.06494862
37170,0.063361995
37171,0.069870144
37172,0.07583918
37173,0.07339933
37174,0.06313204
37175,0.06465497
37176,0.07037632
37177,0.08390593
37178,0.10087242
37179,0.08601245
37180,0.06284912
37181,0.035149403
37182,0.024517942
37183,0.024358785
37184,0.030714402
37185,0.030514723
37186,-0.003415005
37187,-0.02817628
37188,-0.014769543
37189,-0.027670516
37190,-0.025235666
37191,-0.019364102
37192,-0.054517772
37193,-0.03684804
37194,-0.038751666
37195,-0.027476136
37196,-0.010668311
37197,-0.0294929
37198,-0.026019718
37199,-0.037108205
37200,-0.011364256
37201,0.013425272
37202,0.0145709785
37203,0.028597908
37204,0.017479585
37205,0.024362879
37206,0.052485824
37207,0.06909223
37208,0.0847277
37209,0.09547524
37210,0.09994846
37211,0.09769574
37212,0.09970144
37213,0.09266844
37214,0.0806901
37215,0.06816463
37216,0.052910402
37217,0.04172525
37218,0.038147222
37219,0.031681675
37220,0.008217227
37221,0.0017511263
37222,-0.004157869
37223,-0.013751713
37224,-0.0139125995
37225,-0.023292836
37226,-0.046437003
37227,-0.049126178
37228,-0.0575239
37229,-0.06965053
37230,-0.066835724
37231,-0.10034453
37232,-0.11407378
37233,-0.10349719
37234,-0.08110176
37235,-0.050015528
37236,-0.04103888
37237,-0.05159749
37238,-0.07409192
37239,-0.087770686
37240,-0.0710584
37241,-0.037652504
37242,-0.028262762
37243,-0.018679237
37244,-0.018725159
37245,-0.014074792
37246,0.027099516
37247,0.06272484
37248,0.076438494
37249,0.07153825
37250,0.06361449
37251,0.058928058
37252,0.06952903
37253,0.089055866
37254,0.08381437
37255,0.075651705
37256,0.052576266
37257,0.016393503
37258,-0.0077025224
37259,-0.043116152
37260,-0.074679494
37261,-0.06953458
37262,-0.047885977
37263,-0.05339465
37264,-0.083591655
37265,-0.12831067
37266,-0.15763997
37267,-0.14771128
37268,-0.10743991
37269,-0.09279234
37270,-0.10144225
37271,-0.11208972
37272,-0.12578832
37273,-0.09911482
37274,-0.069368236
37275,-0.051793892
37276,-0.07105123
37277,-0.08760069
37278,-0.06531263
37279,-0.0274186
37280,0.022728246
37281,0.021863198
37282,-0.0036478676
37283,-0.009829059
37284,-0.006586877
37285,0.009278363
37286,0.040320214
37287,0.04707284
37288,0.03609475
37289,0.016302304
37290,-0.0031645047
37291,0.0013418306
37292,-0.0008109875
37293,0.007273983
37294,-0.000662648
37295,-0.0086433
37296,0.010582247
37297,0.005441493
37298,0.0047889734
37299,0.0034495736
37300,-0.009767415
37301,0.010777746
37302,0.02430306
37303,0.014832875
37304,0.019727405
37305,0.017877264
37306,0.027520629
37307,0.031037945
37308,0.017973382
37309,0.021157125
37310,0.017165096
37311,0.043083012
37312,0.053140916
37313,0.056153618
37314,0.07080864
37315,0.034860235
37316,0.026461078
37317,0.04070351
37318,0.05301958
37319,0.06972916
37320,0.053669497
37321,0.018090395
37322,0.018875094
37323,0.029890645
37324,0.053432208
37325,0.07423852
37326,0.03188462
37327,0.017563667
37328,0.006368428
37329,-0.016030764
37330,0.011261915
37331,0.0050859065
37332,-0.03209876
37333,-0.03188117
37334,-0.04837083
37335,-0.024030525
37336,0.03398527
37337,0.029275361
37338,0.025575157
37339,0.0025412282
37340,-0.007834367
37341,0.01823746
37342,0.035224874
37343,0.042084593
37344,0.019603983
37345,0.009133765
37346,0.0036996617
37347,0.0028052046
37348,0.029390622
37349,0.020406343
37350,0.010612959
37351,0.023785368
37352,0.028132962
37353,0.06277666
37354,0.0932561
37355,0.0864421
37356,0.07359606
37357,0.065322906
37358,0.05550556
37359,0.06288782
37360,0.074868076
37361,0.06913648
37362,0.053878326
37363,0.0414749
37364,0.043699022
37365,0.05072734
37366,0.039869554
37367,0.010995244
37368,-0.008090708
37369,-0.012564673
37370,-0.002473793
37371,-0.008681557
37372,-0.029653225
37373,-0.061341472
37374,-0.08909428
37375,-0.09170761
37376,-0.07763313
37377,-0.060598105
37378,-0.062111273
37379,-0.065032154
37380,-0.061669372
37381,-0.035085037
37382,-0.016769206
37383,-0.0032931417
37384,-0.009808559
37385,-0.011715559
37386,0.019780314
37387,0.03448194
37388,0.053190913
37389,0.0307001
37390,0.005495312
37391,0.010159453
37392,0.020125173
37393,0.049901236
37394,0.05236592
37395,0.02544057
37396,0.0039581885
37397,-0.0032446627
37398,0.0047481554
37399,0.009293881
37400,-0.010876361
37401,-0.04806204
37402,-0.072209574
37403,-0.07138043
37404,-0.063139156
37405,-0.05827456
37406,-0.0711046
37407,-0.08990899
37408,-0.102734044
37409,-0.09911873
37410,-0.07769845
37411,-0.059443876
37412,-0.05866963
37413,-0.0726325
37414,-0.08038398
37415,-0.08283101
37416,-0.09515914
37417,-0.106657565
37418,-0.09995266
37419,-0.09168594
37420,-0.0741487
37421,-0.06743202
37422,-0.05585207
37423,-0.015298044
37424,0.0146648055
37425,0.033527542
37426,0.038955983
37427,0.044295017
37428,0.054128014
37429,0.0638133
37430,0.07761576
37431,0.08373742
37432,0.076732725
37433,0.058210086
37434,0.03862732
37435,0.04035363
37436,0.039837185
37437,0.027625924
37438,0.005364111
37439,-0.024584912
37440,-0.028329974
37441,-0.027763827
37442,-0.009113785
37443,-0.008608601
37444,-0.02743628
37445,-0.038639788
37446,-0.055150148
37447,-0.03577083
37448,-0.031029006
37449,-0.02724349
37450,-0.035589375
37451,-0.06694674
37452,-0.051490407
37453,-0.02944
37454,-0.007232427
37455,0.017743355
37456,0.013024732
37457,-0.00785633
37458,-0.016924618
37459,-0.004063197
37460,0.026588045
37461,0.035253942
37462,0.029630072
37463,0.0399315
37464,0.05274926
37465,0.07762918
37466,0.08184227
37467,0.05922738
37468,0.044228885
37469,0.0504102
37470,0.076199055
37471,0.096033275
37472,0.077177055
37473,0.029529091
37474,-0.00861869
37475,-0.031165484
37476,-0.03294294
37477,-0.03188442
37478,-0.044108305
37479,-0.07589503
37480,-0.08647474
37481,-0.07926985
37482,-0.072009586
37483,-0.060439497
37484,-0.09278574
37485,-0.09937925
37486,-0.065482125
37487,-0.023161197
37488,0.026604077
37489,0.03986295
37490,0.014486421
37491,-0.010664281
37492,-0.0023267257
37493,0.011031281
37494,0.037858993
37495,0.062427066
37496,0.06191805
37497,0.06511897
37498,0.09052536
37499,0.14265369
37500,0.16939817
37501,0.16377081
37502,0.12724765
37503,0.07414145
37504,0.09217932
37505,0.14432845
37506,0.150434
37507,0.13026921
37508,0.07201927
37509,0.033835065
37510,0.046233844
37511,0.048874103
37512,0.059279833
37513,0.032363642
37514,-0.020655125
37515,-0.030116359
37516,-0.03173311
37517,-0.026230706
37518,-0.023815809
37519,-0.06761475
37520,-0.0910708
37521,-0.08337459
37522,-0.06485537
37523,-0.027393503
37524,-0.03482726
37525,-0.04318681
37526,-0.03779018
37527,-0.033642516
37528,-0.0125145065
37529,-0.010747791
37530,0.0063159433
37531,0.02970196
37532,0.019327622
37533,0.0094118295
37534,-0.0037605502
37535,-0.012920675
37536,-0.005866653
37537,-0.014208642
37538,-0.014622476
37539,-0.019473884
37540,-0.037483957
37541,-0.043809757
37542,-0.05008683
37543,-0.04372279
37544,-0.04086323
37545,-0.047742236
37546,-0.04976053
37547,-0.05290128
37548,-0.04354722
37549,-0.046449587
37550,-0.06669596
37551,-0.07277321
37552,-0.073624864
37553,-0.060432874
37554,-0.04775688
37555,-0.03339145
37556,-0.024734568
37557,-0.0153201325
37558,-0.010066568
37559,-0.037376933
37560,-0.029438348
37561,-0.028269112
37562,-0.042699832
37563,-0.045095727
37564,-0.050311025
37565,-0.028865026
37566,-0.009451224
37567,0.001466312
37568,-0.0074012373
37569,-0.018290367
37570,0.0021498557
37571,0.02770642
37572,0.057593834
37573,0.07022571
37574,0.05309461
37575,0.03431838
37576,0.014626168
37577,0.008853461
37578,0.010564922
37579,0.003371608
37580,-0.018037058
37581,-0.031063342
37582,-0.020232702
37583,-0.012778716
37584,-0.0146800745
37585,-0.039550822
37586,-0.051925488
37587,-0.02877231
37588,0.01593221
37589,0.04687698
37590,0.029282738
37591,-0.00044503048
37592,-0.016585073
37593,-0.017964374
37594,0.008782475
37595,0.042213622
37596,0.04638549
37597,0.049089007
37598,0.044724613
37599,0.026144069
37600,0.033751506
37601,0.054863017
37602,0.06285093
37603,0.06123668
37604,0.053841222
37605,0.06595714
37606,0.0813894
37607,0.07061789
37608,0.050568823
37609,0.030274589
37610,0.03723397
37611,0.05148163
37612,0.067136124
37613,0.08066094
37614,0.058711685
37615,0.027858375
37616,-0.0033952456
37617,-0.019839536
37618,-0.00054346013
37619,0.0042712116
37620,-0.02854639
37621,-0.072193205
37622,-0.1088776
37623,-0.11145049
37624,-0.10336826
37625,-0.1080287
37626,-0.123328574
37627,-0.14048356
37628,-0.13452841
37629,-0.11003208
37630,-0.07167863
37631,-0.05418249
37632,-0.07220607
37633,-0.10073938
37634,-0.11278227
37635,-0.0807924
37636,-0.026947577
37637,0.02261268
37638,0.020587133
37639,-0.013586547
37640,-0.012837871
37641,0.001597146
37642,0.049775302
37643,0.10910098
37644,0.1195166
37645,0.1256583
37646,0.13463831
37647,0.13678649
37648,0.16449724
37649,0.16764402
37650,0.1386648
37651,0.095941626
37652,0.044466697
37653,0.03935066
37654,0.051285934
37655,0.053098254
37656,0.031068165
37657,0.00084757886
37658,-0.032198787
37659,-0.057413142
37660,-0.04731916
37661,-0.04731202
37662,-0.054341413
37663,-0.08191423
37664,-0.11539628
37665,-0.12133368
37666,-0.10065633
37667,-0.07299688
37668,-0.06331653
37669,-0.06415768
37670,-0.08320168
37671,-0.08814516
37672,-0.06740323
37673,-0.03231886
37674,0.014366877
37675,0.0291436
37676,0.013134969
37677,0.007180325
37678,0.026778875
37679,0.055616472
37680,0.057797793
37681,0.044580918
37682,0.01684237
37683,0.00037086927
37684,0.021350028
37685,0.03182122
37686,0.04062973
37687,0.028497254
37688,0.009588734
37689,0.022423044
37690,0.022316562
37691,0.022415195
37692,0.023519676
37693,0.0052285595
37694,-0.008129171
37695,0.0010372569
37696,0.0060743815
37697,-0.0022386827
37698,-0.0021359343
37699,-0.005110529
37700,0.0053856936
37701,0.013433638
37702,0.0046266303
37703,0.0015467439
37704,-0.008962019
37705,-0.003856368
37706,0.0068021757
37707,-0.00048476618
37708,-0.0050087916
37709,-0.029764697
37710,-0.04731156
37711,-0.036570173
37712,-0.03862323
37713,-0.016305273
37714,-0.005691976
37715,-0.011709321
37716,0.000936131
37717,-0.0029875743
37718,0.014711632
37719,0.020287486
37720,0.009347669
37721,-0.010456057
37722,-0.047152825
37723,-0.039084297
37724,-0.009863653
37725,0.010949933
37726,0.0083824815
37727,-0.026635613
37728,-0.04792664
37729,-0.03149814
37730,0.0023812058
37731,0.032777764
37732,0.033051405
37733,0.019189263
37734,0.019007979
37735,0.030404428
37736,0.05843373
37737,0.082165934
37738,0.059624415
37739,0.03357985
37740,0.040832676
37741,0.05699883
37742,0.09638347
37743,0.11123551
37744,0.08388324
37745,0.063702874
37746,0.060460303
37747,0.07398331
37748,0.09892583
37749,0.09626587
37750,0.085589916
37751,0.08802499
37752,0.07600884
37753,0.06848076
37754,0.06121551
37755,0.056102365
37756,0.047824174
37757,0.055107538
37758,0.061093677
37759,0.052894957
37760,0.04507408
37761,0.016144518
37762,-0.013969847
37763,-0.03747326
37764,-0.04841863
37765,-0.06101922
37766,-0.07837675
37767,-0.085642725
37768,-0.08159007
37769,-0.08094281
37770,-0.093911156
37771,-0.11470399
37772,-0.118387386
37773,-0.10998302
37774,-0.09182967
37775,-0.0787188
37776,-0.08741851
37777,-0.08406816
37778,-0.0839601
37779,-0.06271291
37780,-0.03373078
37781,-0.019658156
37782,-0.01561343
37783,-0.030916225
37784,-0.04019109
